index,mosque_name,district,google_maps_url,google_maps_score,latitude,longitude
106,SAHİL CAMİİ,PENDİK,https://www.google.com/maps/search/SAH%C4%B0L%20CAM%C4%B0%C4%B0%20PEND%C4%B0K%20%C4%B0stanbul,,41.0582264,28.9180236
107,ÇAMLIK İBRAHİM HAKKI HZ. CAMİİ,PENDİK,https://www.google.com/maps/search/%C3%87AMLIK%20%C4%B0BRAH%C4%B0M%20HAKKI%20HZ.%20CAM%C4%B0%C4%B0%20PEND%C4%B0K%20%C4%B0stanbul,,41.0133791,29.1947053
108,HÜSNÜ KIRKAN GÜL CAMİİ,PENDİK,https://www.google.com/maps/search/H%C3%9CSN%C3%9C%20KIRKAN%20G%C3%9CL%20CAM%C4%B0%C4%B0%20PEND%C4%B0K%20%C4%B0stanbul,,41.0243574,28.9587566
109,İBRAHİM AZMİ BEĞEN CAMİİ,PENDİK,https://www.google.com/maps/search/%C4%B0BRAH%C4%B0M%20AZM%C4%B0%20BE%C4%9EEN%20CAM%C4%B0%C4%B0%20PEND%C4%B0K%20%C4%B0stanbul,,41.0014043,29.0296656
110,AHMET TURAN KARAKOÇ HACI MÜSLÜM YILDIZ CAMİİ,SANCAKTEPE,https://www.google.com/maps/search/AHMET%20TURAN%20KARAKO%C3%87%20HACI%20M%C3%9CSL%C3%9CM%20YILDIZ%20CAM%C4%B0%C4%B0%20SANCAKTEPE%20%C4%B0stanbul,,40.8628334,29.3280885
111,SAMANDIRA MERKEZ CAMİİ,SANCAKTEPE,https://www.google.com/maps/search/SAMANDIRA%20MERKEZ%20CAM%C4%B0%C4%B0%20SANCAKTEPE%20%C4%B0stanbul,,40.9852815,29.2269117
112,CUMHURİYET MH. HACIOSMAN CAMİİ,SARIYER,https://www.google.com/maps/search/CUMHUR%C4%B0YET%20MH.%20HACIOSMAN%20CAM%C4%B0%C4%B0%20SARIYER%20%C4%B0stanbul,,41.0980393,28.9903222
113,ALİ KETHÜDA CAMİİ,SARIYER,https://www.google.com/maps/search/AL%C4%B0%20KETH%C3%9CDA%20CAM%C4%B0%C4%B0%20SARIYER%20%C4%B0stanbul,,41.1690024,29.0578707
114,ABDULLAH ALİYE CAN CAMİİ,SİLİVRİ,https://www.google.com/maps/search/ABDULLAH%20AL%C4%B0YE%20CAN%20CAM%C4%B0%C4%B0%20S%C4%B0L%C4%B0VR%C4%B0%20%C4%B0stanbul,,41.0852452,28.2610738
115,ULU CAMİİ,SULTANBEYLİ,https://www.google.com/maps/search/ULU%20CAM%C4%B0%C4%B0%20SULTANBEYL%C4%B0%20%C4%B0stanbul,,41.1023642,28.903293
116,RİFAT BÖREKÇİ CAMİİ,SULTANBEYLİ,https://www.google.com/maps/search/R%C4%B0FAT%20B%C3%96REK%C3%87%C4%B0%20CAM%C4%B0%C4%B0%20SULTANBEYL%C4%B0%20%C4%B0stanbul,,41.0859438,28.6545382
117,FUAT SEZGİN ANADOLU İMAM HATİP LİSESİ MESCİDİ,SULTANBEYLİ,https://www.google.com/maps/search/FUAT%20SEZG%C4%B0N%20ANADOLU%20%C4%B0MAM%20HAT%C4%B0P%20L%C4%B0SES%C4%B0%20MESC%C4%B0D%C4%B0%20SULTANBEYL%C4%B0%20%C4%B0stanbul,,41.0957888,28.9089814
118,MESCİDİ SELAM CAMİİ,SULTANGAZİ,https://www.google.com/maps/search/MESC%C4%B0D%C4%B0%20SELAM%20CAM%C4%B0%C4%B0%20SULTANGAZ%C4%B0%20%C4%B0stanbul,,41.0269477,29.0324825
119,HASAN MUHAMMED ALİ CAMİİ,SULTANGAZİ,https://www.google.com/maps/search/HASAN%20MUHAMMED%20AL%C4%B0%20CAM%C4%B0%C4%B0%20SULTANGAZ%C4%B0%20%C4%B0stanbul,,41.1052739,28.8672434
120,FEVZİ ÇAKMAK CAMİİ,SULTANGAZİ,https://www.google.com/maps/search/FEVZ%C4%B0%20%C3%87AKMAK%20CAM%C4%B0%C4%B0%20SULTANGAZ%C4%B0%20%C4%B0stanbul,,40.9857596,29.1338693
121,RAVZA CAMİİ,SULTANGAZİ,https://www.google.com/maps/search/RAVZA%20CAM%C4%B0%C4%B0%20SULTANGAZ%C4%B0%20%C4%B0stanbul,,41.0657652,29.0762936
122,HACIOSMANAĞA CAMİİ,ŞİLE,https://www.google.com/maps/search/HACIOSMANA%C4%9EA%20CAM%C4%B0%C4%B0%20%C5%9E%C4%B0LE%20%C4%B0stanbul,,41.0053204,28.9034421
123,OSMANBEY CAMİİ,ŞİŞLİ,https://www.google.com/maps/search/OSMANBEY%20CAM%C4%B0%C4%B0%20%C5%9E%C4%B0%C5%9EL%C4%B0%20%C4%B0stanbul,,41.0567525,28.9885155
124,EVLİYA ÇELEBİ MAH. EVLİYA ÇELEBİ CAMİİ,TUZLA,https://www.google.com/maps/search/EVL%C4%B0YA%20%C3%87ELEB%C4%B0%20MAH.%20EVL%C4%B0YA%20%C3%87ELEB%C4%B0%20CAM%C4%B0%C4%B0%20TUZLA%20%C4%B0stanbul,,40.8405454,29.3063536
125,İLİM SARAYI CAMİİ,ÜMRANİYE,https://www.google.com/maps/search/%C4%B0L%C4%B0M%20SARAYI%20CAM%C4%B0%C4%B0%20%C3%9CMRAN%C4%B0YE%20%C4%B0stanbul,,41.0320861,29.1037597
126,İMAM-I AZAM CAMİİ,ÜMRANİYE,https://www.google.com/maps/search/%C4%B0MAM-I%20AZAM%20CAM%C4%B0%C4%B0%20%C3%9CMRAN%C4%B0YE%20%C4%B0stanbul,,41.0543566,29.0688278
127,AHİ EVREN MESCİDİ,ÜMRANİYE,https://www.google.com/maps/search/AH%C4%B0%20EVREN%20MESC%C4%B0D%C4%B0%20%C3%9CMRAN%C4%B0YE%20%C4%B0stanbul,,41.066773,28.8362213
128,TEVHİD CAMİİ,ÜMRANİYE,https://www.google.com/maps/search/TEVH%C4%B0D%20CAM%C4%B0%C4%B0%20%C3%9CMRAN%C4%B0YE%20%C4%B0stanbul,,41.0252095,29.2611488
129,HÜDAYİ CAMİİ,ÜMRANİYE,https://www.google.com/maps/search/H%C3%9CDAY%C4%B0%20CAM%C4%B0%C4%B0%20%C3%9CMRAN%C4%B0YE%20%C4%B0stanbul,,41.0776369,28.8916796
130,HZ. EBUBEKİR CAMİİ,ÜMRANİYE,https://www.google.com/maps/search/HZ.%20EBUBEK%C4%B0R%20CAM%C4%B0%C4%B0%20%C3%9CMRAN%C4%B0YE%20%C4%B0stanbul,,41.0060555,28.6316753
131,MODOKO HABİBİ NECCAR CAMİİ,ÜMRANİYE,https://www.google.com/maps/search/MODOKO%20HAB%C4%B0B%C4%B0%20NECCAR%20CAM%C4%B0%C4%B0%20%C3%9CMRAN%C4%B0YE%20%C4%B0stanbul,,41.0076809,29.1614227
132,ALTUNİZADE CAMİİ,ÜSKÜDAR,https://www.google.com/maps/search/ALTUN%C4%B0ZADE%20CAM%C4%B0%C4%B0%20%C3%9CSK%C3%9CDAR%20%C4%B0stanbul,,41.0205594,29.0454741
133,AZİZ MAHMUT HÜDAİ CAMİİ,ÜSKÜDAR,https://www.google.com/maps/search/AZ%C4%B0Z%20MAHMUT%20H%C3%9CDA%C4%B0%20CAM%C4%B0%C4%B0%20%C3%9CSK%C3%9CDAR%20%C4%B0stanbul,5.0,41.0227,29.0366
134,ÇİLEHANE CAMİİ,ÜSKÜDAR,https://www.google.com/maps/search/%C3%87%C4%B0LEHANE%20CAM%C4%B0%C4%B0%20%C3%9CSK%C3%9CDAR%20%C4%B0stanbul,,41.0151311,29.0687534
135,KAPTANPAŞA CAMİİ,ÜSKÜDAR,https://www.google.com/maps/search/KAPTANPA%C5%9EA%20CAM%C4%B0%C4%B0%20%C3%9CSK%C3%9CDAR%20%C4%B0stanbul,,41.0228187,29.0124729
136,KEREM AYDINLAR CAMİİ,ÜSKÜDAR,https://www.google.com/maps/search/KEREM%20AYDINLAR%20CAM%C4%B0%C4%B0%20%C3%9CSK%C3%9CDAR%20%C4%B0stanbul,,41.0796532,28.7185139
137,KULELİKAYMAK MUSTAFAPAŞA CAMİİ,ÜSKÜDAR,https://www.google.com/maps/search/KULEL%C4%B0KAYMAK%20MUSTAFAPA%C5%9EA%20CAM%C4%B0%C4%B0%20%C3%9CSK%C3%9CDAR%20%C4%B0stanbul,,41.0572114,29.0531771
138,KÜPLÜCE CAMİİ,ÜSKÜDAR,https://www.google.com/maps/search/K%C3%9CPL%C3%9CCE%20CAM%C4%B0%C4%B0%20%C3%9CSK%C3%9CDAR%20%C4%B0stanbul,,41.0396341,29.0484147
139,MİHRİMAH SULTAN (İSKELE) CAMİİ,ÜSKÜDAR,https://www.google.com/maps/search/M%C4%B0HR%C4%B0MAH%20SULTAN%20%28%C4%B0SKELE%29%20CAM%C4%B0%C4%B0%20%C3%9CSK%C3%9CDAR%20%C4%B0stanbul,4.8,41.0227,29.0097
140,ÖMER ÖZTÜRK CAMİİ,ÜSKÜDAR,https://www.google.com/maps/search/%C3%96MER%20%C3%96ZT%C3%9CRK%20CAM%C4%B0%C4%B0%20%C3%9CSK%C3%9CDAR%20%C4%B0stanbul,,41.0312771,29.1887063
141,ŞEMSİ SİVASİ CAMİİ,ÜSKÜDAR,https://www.google.com/maps/search/%C5%9EEMS%C4%B0%20S%C4%B0VAS%C4%B0%20CAM%C4%B0%C4%B0%20%C3%9CSK%C3%9CDAR%20%C4%B0stanbul,,41.0259418,29.0113617
142,ÜNALAN MH. ÜNALAN CAMİİ,ÜSKÜDAR,https://www.google.com/maps/search/%C3%9CNALAN%20MH.%20%C3%9CNALAN%20CAM%C4%B0%C4%B0%20%C3%9CSK%C3%9CDAR%20%C4%B0stanbul,,41.0011445,29.0621006
143,SEYYİD NİZAM CAMİİ,ZEYTİNBURNU,https://www.google.com/maps/search/SEYY%C4%B0D%20N%C4%B0ZAM%20CAM%C4%B0%C4%B0%20ZEYT%C4%B0NBURNU%20%C4%B0stanbul,,40.8638513,29.1166015
144,ULU CAMİİ,ZEYTİNBURNU,https://www.google.com/maps/search/ULU%20CAM%C4%B0%C4%B0%20ZEYT%C4%B0NBURNU%20%C4%B0stanbul,,41.1023642,28.903293
